,BenchID,Latitude,Longitude
171,674,40.668766,-73.985444
172,945,40.750871000000004,-73.862204
173,632,40.6173253213,-73.9850121399
174,709,40.702483,-73.81522700000001
175,101,40.691712,-73.77892299999999
176,1890,40.765386,-73.743881
177,184,40.805009122399994,-73.9187340272
178,1887,40.886494,-73.914631
179,624,40.666835999999996,-73.93132
180,203,40.760702,-73.825621
181,1207,40.704926,-73.73996600000001
182,0,40.775841,-73.91106500000001
183,879,40.763998,-73.809754
184,482,40.69056,-73.991962
185,223,40.680431243600005,-73.9555202559
186,968,40.8470757475,-73.920312742
187,1635,40.851724,-73.934929
188,248,40.776911,-73.979694
189,414,40.695783,-73.742212
190,649,40.716485999999996,-73.980574
191,720,40.830785,-73.910619
192,794,40.722601,-73.867616
193,0,40.741865000000004,-73.989365
194,523,40.7320249016,-73.8491200502
195,762,40.651014,-73.945471
196,644,40.7684807344,-73.7497974949
197,1531,40.672579,-73.884803
198,1168,40.778954,-73.982412
199,1133,40.615252000000005,-73.97635
200,481,40.7091483368,-73.95909361310001
201,218,40.807891999999995,-73.91903
202,206,40.758859,-73.918772
203,356,40.71983,-73.994253
204,242,40.795626,-73.932726
205,337,40.688320000000004,-73.932275
206,431,40.706415,-73.755379
207,1588,40.617825,-73.961642
208,315,40.744175,-73.91850500000001
209,590,40.660264,-73.98007199999999
210,699,40.755883000000004,-73.882363
211,1771,40.849214,-73.933796
212,521,40.71445,-74.011475
213,47,40.619597999999996,-73.941156
214,958,40.872895,-73.905244
215,1489,40.73348,-73.99315899999999
216,701,40.7126105502,-73.8986358962
217,179,40.664234121199996,-73.9426665284
218,1435,40.762103,-73.914227
219,499,40.746784000000005,-73.882434
220,0,40.860785,-73.892286
221,530,40.585446999999995,-73.817769
222,526,40.78528,-73.8419
223,2067,40.819390000000006,-73.937012
224,201,40.700764,-73.935974
225,856,40.794226,-73.970754
226,84,40.691423,-73.779843
227,1148,40.8065408544,-73.9538068683
228,171,40.707514,-74.0138
229,982,40.661264,-73.895131
230,1905,40.577521000000004,-73.955301
231,122,40.727540000000005,-74.007295
232,2455,40.71353,-73.780203
233,802,40.740089000000005,-73.989535
234,1776,40.640492,-73.986448
235,862,40.824712,-73.82038
236,1949,40.7265462646,-74.0056499542
237,0,40.749534066399995,-73.86257496350001
238,877,40.831992,-73.91796
239,611,40.831164,-73.942038
240,225,40.680431243600005,-73.9555202559
241,485,40.779153,-73.977509
242,1129,40.822812,-73.901821
243,314,40.784628999999995,-73.845801
244,333,40.642121,-74.018997
245,1424,40.6809848586,-73.9534251346
246,9007,40.846299,-73.938407
247,237,40.799673,-73.94086300000001
248,274,40.647412,-74.011586
249,1927,40.676024,-74.002318
250,162,40.7798,-73.956281
251,1488,40.8499203423,-73.93518333770001
252,0,40.813069,-73.919978
253,107,40.6826896874,-73.9617526864
254,681,40.662896,-73.926022
255,739,40.864259000000004,-73.904301
256,588,40.7707872243,-73.7856427005
257,1569,40.580717,-73.837715
258,484,40.6949009039,-73.9315655871
259,1000,40.810753999999996,-73.926682
260,847,40.764285,-73.930011
261,1444,40.842664,-73.845714
262,806,40.760124,-73.770126
263,523,40.826873,-73.920872
264,0,40.800515000000004,-73.96587099999999
265,229,40.577832,-73.995126
266,1171,40.76278,-73.874016
267,501,40.6929091558,-73.99357037979999
268,46,40.686833,-73.929847
269,360,40.63497,-73.887902
270,142,40.656614000000005,-73.930751
271,1311,40.828696,-73.917668
272,1359,40.591563,-73.923725
273,839,40.741347,-73.903226
274,604,40.789260999999996,-73.973851
275,1907,40.692803000000005,-73.799185
276,685,40.767412,-73.92251999999999
277,196,40.573627,-73.99503299999999
278,652,40.844253,-73.907616
279,668,40.676396000000004,-73.983744
280,257,40.861872999999996,-73.843312
281,240,40.793174,-73.946366
282,432,40.6693099597,-73.913185766
283,921,40.8267372288,-73.8739311829
284,458,40.619195,-73.922814
285,1680,40.851139,-73.86779399999999
286,832,40.832572,-73.898218
287,1249,40.768814,-73.910756
288,814,40.692284,-73.760112
289,144,40.701021999999995,-73.83211
290,659,40.654293,-74.005889
291,597,40.668915999999996,-73.910533
292,670,40.886189,-73.909821
293,2203,40.604764,-73.976959
294,284,40.68681887,-73.975700924
295,1809,40.775997,-73.910519
296,227,40.882428000000004,-73.902301
297,2257,40.764199,-73.95569499999999
298,116,40.678362,-73.962148
299,1026,40.775009999999995,-73.98689
300,253,40.681928000000006,-73.976737
301,1695,40.707187,-73.954359
302,496,40.809672,-73.939872
303,0,40.716972,-74.01145
304,290,40.690964,-73.951676
305,0,40.696493,-73.959195
306,1570,40.70292,-73.824221
307,465,40.607384,-73.961735
308,147,40.651196,-73.94160699999999
309,1258,40.86955,-73.82731700000001
310,1496,40.771755,-73.78029599999999
311,1671,40.766103,-73.919655
312,239,40.81963,-73.921751
313,244,40.795501,-73.965585
314,861,40.872446999999994,-73.87545
315,628,40.720498,-73.845679
316,2166,40.652038,-73.952606
317,136,40.755584999999996,-73.828345
318,1048,40.8179721646,-73.8887965947
319,419,40.8763399272,-73.8304310412
320,394,40.620752,-74.02686899999999
321,214,40.796457000000004,-73.947439
322,358,40.741448999999996,-73.921706
323,493,40.748062,-73.982731
324,310,40.722753999999995,-73.867731
325,690,40.673256,-73.98629
326,0,40.665645,-73.942536
327,1737,40.615629999999996,-74.01230799999999
328,382,40.81538,-73.81166999999999
329,230,40.680431243600005,-73.9555202559
330,2349,40.704932,-74.007488
331,489,40.71445,-74.011475
332,286,40.67553,-73.977886
333,1798,40.862326,-73.929553
334,715,40.685037,-73.99025400000001
335,94,40.70943,-74.00616099999999
336,893,40.862276082600005,-73.8971542923
337,173,40.781999,-73.949675
338,275,40.743665,-73.923096
339,2014,40.809874,-73.927933
340,110,40.620328,-73.941577
341,278,40.575544,-73.981652
342,0,40.749266,-73.888817
343,1722,40.762271000000005,-73.911567
344,1607,40.625368226,-74.150970261
345,2310,40.773832,-73.98141700000001
346,1224,40.842943,-73.920563
347,294,40.661458,-73.950725
348,1112,40.71228,-73.731875
349,450,40.7091483368,-73.95909361310001
350,855,40.800055,-73.940585
351,351,40.588694,-73.952564
352,2163,40.824002,-73.913179
353,255,40.7274,-74.00800600000001
354,1644,40.602996999999995,-73.75318299999999
355,647,40.680386999999996,-73.842466
356,245,40.777788,-73.94872099999999
357,74,40.818987,-73.92890899999999
358,134,40.734842,-73.979692
359,407,40.639556,-74.008903
360,14,40.699303,-73.93938
361,240,40.848209000000004,-73.936139
362,0,40.786378000000006,-73.945533
363,308,40.713377,-73.762702
364,969,40.661264,-73.895131
365,899,40.745523999999996,-73.90982
366,1255,40.648293,-73.882261
367,0,40.749534066399995,-73.86257496350001
368,492,40.614888,-73.980355
369,245,40.818529999999996,-73.941338
370,331,40.629079,-74.02875300000001
371,180,40.880447333,-73.8861426483
372,540,40.830946999999995,-73.892125
373,683,40.640545,-74.000731
374,421,40.857997,-73.909191
375,976,40.664728000000004,-73.886561
376,665,40.866415,-73.928338
377,614,40.805227,-73.962231
378,1456,40.593779,-73.767199
379,255,40.646542,-73.99805
380,606,40.779328,-73.955205
381,0,40.7243064392,-73.9925319211
382,697,40.598971999999996,-73.99796500000001
383,82,40.889536,-73.859522
384,1367,40.85993,-73.843075
385,465,40.744403999999996,-73.996351
386,811,40.635553,-73.91079
387,1485,40.760565,-73.731288
388,118,40.876062,-73.907886
389,0,40.57869,-73.836568
390,1128,40.7658257508,-73.9544813004
391,657,40.625256,-73.991516
392,239,40.802645,-73.938672
393,512,40.790396,-73.969329
394,532,40.667204,-73.94239
395,1567,40.718934999999995,-73.91220799999999
396,388,40.749534066399995,-73.86257496350001
397,576,40.668619,-73.980152
398,694,40.616258,-74.011649
399,808,40.797302,-73.93636500000001
400,147,40.769385,-73.957948
401,2080,40.697961,-73.84796
402,70,40.832865999999996,-73.91141800000001
403,638,40.845328,-73.890977
404,1089,40.780472495,-73.94984222779999
405,1106,40.701021999999995,-73.83211
406,52,40.856914200300004,-73.8565221514
407,956,40.865967,-73.927767
408,437,40.618953000000005,-73.926683
409,1725,40.795146,-73.948368
410,9003,40.699075661500004,-73.9188415178
411,497,40.679235999999996,-73.96830600000001
412,447,40.780822,-73.976855
413,1711,40.663806,-73.990881
414,283,40.68681887,-73.975700924
415,573,40.739727,-73.995103
416,689,40.744879,-73.92024
417,1804,40.829133,-73.936002
418,1551,40.647622,-73.894522
419,4,40.65489,-73.93073100000001
420,953,40.791277,-73.944879
421,1956,40.682458000000004,-73.917088
422,2244,40.776016999999996,-73.910855
423,1081,40.624496,-74.079533
424,1454,40.685695,-73.922463
425,1586,40.634085,-73.907925
426,967,40.836585,-73.856898
427,2427,40.668034000000006,-73.869949
428,241,40.748639000000004,-73.816958
429,1775,40.706899,-73.953959
430,831,40.882178,-73.88691
431,313,40.883008000000004,-73.894228
432,436,40.8050066697,-73.92316251689999
433,1221,40.603232,-74.13798100000001
434,2435,40.632284999999996,-73.928294
435,431,40.870911,-73.902574
436,605,40.6742998467,-73.9566455197
437,272,40.60646,-74.01044
438,454,40.669629,-73.979287
439,797,40.749590000000005,-73.885897
440,1425,40.720619,-73.73199699999999
441,140,40.782833000000004,-73.9497
442,1135,40.735792,-73.87253
443,162,40.651468,-73.935989
444,1716,40.676660999999996,-73.91692900000001
445,1401,40.835285999999996,-73.900751
446,2059,40.7091483368,-73.95909361310001
447,478,40.7470570106,-73.8838443202
448,1421,40.703509000000004,-73.91191500000001
449,337,40.599985,-73.995862
450,841,40.820676,-73.90122099999999
451,335,40.651977,-74.006862
452,859,40.72737,-74.000815
453,1431,40.754241,-73.873769
454,193,40.76677,-73.959834
455,1991,40.7302927155,-73.8150707428
456,1125,40.740495,-73.990336
457,0,40.705395,-73.79836800000001
458,1043,40.6848030446,-73.9707042543
459,0,40.71532,-74.011229
460,1355,40.667545000000004,-73.991046
461,1546,40.680087,-73.885655
462,579,40.729007,-73.95276
463,302,40.698904999999996,-73.957495
464,88,40.613532,-73.926769
465,651,40.874207,-73.878343
466,791,40.6490086245,-73.9716028774
467,1341,40.751548,-73.883703
468,110,40.659007,-73.95045999999999
469,0,40.689754,-73.826729
470,557,40.8627844151,-73.9255179993
471,2275,40.781432,-73.960169
472,741,40.638987,-74.02034
473,833,40.757784,-73.829252
474,1004,40.595423,-73.993371
475,1971,40.68391,-73.92926899999999
476,92,40.6838417185,-73.9682348557
477,1670,40.713268,-73.872295
478,99,40.690052,-73.986838
479,127,40.693740999999996,-73.82765699999999
480,1339,40.626284000000005,-74.158282
481,354,40.794568,-73.96629
482,789,40.641474,-73.89825400000001
483,587,40.724775,-73.897456
484,12,40.711465000000004,-73.94584300000001
485,60,40.8756418016,-73.8784849953
486,559,40.862235,-73.89872199999999
487,1922,40.743103999999995,-73.883252
488,1051,40.66514,-73.902222
489,1451,40.746062,-74.001653
490,949,40.608990999999996,-73.9577
491,1016,40.699991,-73.95474300000001
492,823,40.785674,-73.839097
493,1146,40.658815000000004,-73.931127
494,658,40.812619,-73.906063
495,581,40.7577513469,-73.9164201893
496,1194,40.602403,-73.993352
497,188,40.778624,-73.979527
498,424,40.609013,-74.000486
499,374,40.68806,-73.95111999999999
500,708,40.713867770300006,-74.0116656928
501,427,40.733265,-73.884013
502,902,40.660948,-73.953558
503,214,40.777184000000005,-73.955167
504,856,40.730104,-73.974577
505,1868,40.793532,-73.949309
506,1589,40.605574,-73.979224
507,14,40.5738060585,-74.1165275277
508,116,40.633002000000005,-74.00567099999999
509,48,40.787831,-73.97489499999999
510,375,40.749534066399995,-73.86257496350001
511,1002,40.662551,-73.880675
512,923,40.756277000000004,-73.87860500000001
513,398,40.528092,-74.192032
514,352,40.822763,-73.912718
515,527,40.744771,-73.932449
516,1199,40.840775,-73.87953900000001
517,1735,40.762024,-73.918559
518,339,40.6357,-74.07571300000001
519,166,40.70856,-74.013349
520,415,40.8505620954,-73.8824526744
521,348,40.811221,-73.954107
522,444,40.668960999999996,-73.915565
523,793,40.671369,-73.843006
524,313,40.645776,-73.99525799999999
525,429,40.598044,-74.066437
526,742,40.840422,-73.91091
527,443,40.623025,-74.004589
528,287,40.8315344323,-73.8923369216
529,296,40.818324,-73.941511
530,1201,40.882898,-73.891256
531,1226,40.644086,-73.929575
532,1121,40.83213,-73.922213
533,1413,40.743137,-73.951541
534,1323,40.823289,-73.907948
535,0,40.8312176193,-73.9102065215
536,1371,40.641474,-73.89825400000001
537,145,40.756921999999996,-73.82888299999999
538,1218,40.630512,-74.009389
539,1577,40.665054,-73.885789
540,2056,40.570692,-74.109521
541,2011,40.718437,-73.872614
542,2242,40.6339,-74.004064
543,466,40.595017,-73.78549
544,83,40.655653,-73.930813
545,1354,40.605754,-73.989866
546,326,40.669526,-73.911863
547,323,40.722120000000004,-73.847335
548,1160,40.663388,-73.939975
549,675,40.68906,-73.845626
550,728,40.636587,-74.117509
551,1777,40.671621,-73.94986999999999
552,10,40.839659000000005,-73.871084
553,1822,40.793763,-73.949381
554,2239,40.688068,-73.93308
555,577,40.673875,-73.956822
556,117,40.701539000000004,-73.908614
557,1741,40.719029,-73.975891
558,300,40.601285,-73.935763
559,1865,40.77082,-73.920924
560,121,40.622171,-73.937263
561,1382,40.75607,-73.860688
562,669,40.749688,-73.756559
563,129,40.698512,-73.943997
564,304,40.6522893436,-73.9563282661
565,733,40.704328000000004,-74.00923
566,553,40.776469,-73.952784
567,389,40.65571,-74.005197
568,691,40.7126105502,-73.8986358962
569,215,40.797762,-73.963944
570,185,40.680431243600005,-73.9555202559
571,952,40.844017,-73.845798
572,1924,40.841358721999995,-73.9385925619
573,1660,40.86079,-73.930672
574,95,40.625898,-73.928156
575,12,40.652879,-73.91980600000001
576,238,40.771674,-73.907485
577,326,40.672113,-73.977242
578,1736,40.602996999999995,-73.75318299999999
579,1833,40.796340698499996,-73.9351524377
580,561,40.742266,-73.991252
581,1136,40.847596,-73.900487
582,740,40.854605,-73.938034
583,1591,40.691707,-73.919907
584,256,40.885319,-73.90054599999999
585,1370,40.6262238209,-74.015832836
586,447,40.7256357348,-73.97772880710001
587,55,40.829938,-73.944153
588,212,40.740175,-73.757991
589,9013,40.846299,-73.938407
590,0,40.702514,-73.94414499999999
591,647,40.741375,-73.88039300000001
592,938,40.750859999999996,-73.858248
593,420,40.765386,-73.74408000000001
594,1204,40.64971,-73.96604599999999
595,190,40.784696000000004,-73.946777
596,22,40.6429332294,-73.9788266117
597,9006,40.846299,-73.938407
598,1552,40.715917,-73.97985
599,1096,40.72591,-73.99524100000001
600,483,40.758888,-73.996022
601,585,40.714054,-73.98279699999999
602,472,40.695741,-73.821362
603,411,40.743808,-73.992912
604,73,40.706041,-73.831437
605,1205,40.776911,-73.979694
606,0,40.735807,-73.99377199999999
607,1867,40.700528000000006,-73.941604
608,2331,40.739917,-73.893928
609,1497,40.723628999999995,-73.99278100000001
610,834,40.81085,-73.914941
611,663,40.779138,-73.91494200000001
612,61,40.820434000000006,-73.890986
613,329,40.763453000000005,-73.770909
614,1238,40.643178000000006,-73.900118
615,1375,40.63537,-74.009699
616,0,40.746286,-73.984023
617,2343,40.711203000000005,-73.905286
618,2429,40.651582,-73.882994
619,1031,40.818769,-73.88928299999999
620,766,40.752241999999995,-73.932016
621,169,40.578293,-73.958011
622,17,40.835190000000004,-73.86109
623,25,40.8520448141,-73.8261812468
624,1655,40.582299,-73.828542
625,944,40.757886,-73.784897
626,1764,40.679584000000006,-73.831547
627,668,40.7091483368,-73.95909361310001
628,406,40.615856,-73.975734
629,845,40.807452000000005,-73.946788
630,750,40.849647999999995,-73.909249
631,618,40.70536,-74.00629
632,1538,40.675571999999995,-73.958927
633,37,40.83328,-73.94174
634,391,40.657914,-74.000652
635,1492,40.802136,-73.947828
636,1612,40.641818,-74.09756
637,1246,40.596757000000004,-73.933499
638,449,40.662228000000006,-73.84062
639,1093,40.620446,-73.98179499999999
640,1535,40.660509999999995,-73.890288
641,1029,40.690053999999996,-73.783147
642,43,40.683240999999995,-73.930813
643,446,40.662659000000005,-73.96208100000001
644,785,40.869034,-73.917275
645,35,40.637073,-74.025513
646,1105,40.701021999999995,-73.83211
647,1065,40.575565999999995,-73.98080300000001
648,305,40.825928000000005,-73.919514
649,457,40.7091483368,-73.95909361310001
650,473,40.780822,-73.976855
651,2033,40.610758000000004,-73.991641
652,1022,40.5839463333,-73.937579988
653,232,40.616267,-74.08315400000001
654,752,40.704932,-74.007488
655,24,40.8520448141,-73.8261812468
656,1361,40.693307,-73.99163399999999
657,1493,40.580011,-73.837324
658,1996,40.761577,-73.723122
659,1073,40.8778624109,-73.8662151139
660,623,40.907688,-73.903888
661,962,40.817578999999995,-73.939272
662,1812,40.602996999999995,-73.75318299999999
663,656,40.791709000000004,-73.970802
664,1641,40.716838,-74.012117
665,1513,40.666181,-73.949013
666,379,40.749534066399995,-73.86257496350001
667,33,40.629191,-74.114059
668,930,40.708387,-74.012563
669,554,40.676024,-74.002318
670,2352,40.668006,-73.862483
671,2347,40.737718,-73.887429
672,148,40.633996,-74.007094
673,655,40.873239,-73.899722
674,481,40.822831,-73.953069
675,507,40.620777000000004,-74.025013
676,89,40.652533,-73.923511
677,271,40.7798,-73.956281
678,2332,40.596011,-73.754109
679,224,40.680431243600005,-73.9555202559
680,660,40.682648,-73.966739
681,101,40.6826896874,-73.9617526864
682,2304,40.713347,-74.004509
683,1025,40.708878999999996,-73.943443
684,349,40.817291,-73.888361
685,901,40.662828999999995,-73.953784
686,1866,40.602996999999995,-73.75318299999999
687,1774,40.648773,-73.955754
688,691,40.753177,-73.872421
689,0,40.749534066399995,-73.86257496350001
690,565,40.7091483368,-73.95909361310001
691,925,40.768193,-73.924151
692,1932,40.688318,-74.001125
693,1303,40.838288,-73.902987
694,846,40.795596999999994,-73.93442399999999
695,1668,40.846338899,-73.935895247
696,838,40.867788,-73.903009
697,1236,40.826956,-73.91771
698,1536,40.677890000000005,-73.889758
699,2207,40.670654,-73.914575
700,150,40.706452,-74.00559399999999
701,490,40.713684,-74.010713
702,77,40.750091999999995,-73.939662
703,881,40.665771,-73.942546
704,492,40.873239,-73.899722
705,2316,40.861282,-73.861719
706,97,40.668626,-73.94225899999999
707,1557,40.757309,-73.926733
708,1988,40.832144,-73.914748
709,1294,40.743256,-73.919473
710,508,40.736495,-73.86576600000001
711,13,40.697976000000004,-73.93699699999999
712,0,40.689269,-73.985973
713,955,40.755875,-73.88244300000001
714,815,40.788081,-73.813516
715,2371,40.674614,-73.80442099999999
716,583,40.746939000000005,-73.98355
717,338,40.766403000000004,-73.957037
718,1985,40.829569,-73.897522
719,438,40.785369,-73.973004
720,495,40.7165279614,-73.9958912325
721,1407,40.767765000000004,-73.96413299999999
722,1707,40.691435999999996,-73.82075
723,442,40.665285,-73.75836
724,222,40.847858,-73.9379
725,285,40.68681887,-73.975700924
726,175,40.707514,-74.0138
727,1181,40.648044,-73.951891
728,1193,40.819097,-73.944665
729,569,40.727594,-73.786074
730,1815,40.734704,-73.989926
731,1532,40.640066,-73.947253
732,538,40.627509,-74.16731999999999
733,1191,40.744813,-73.924051
734,179,40.787105,-73.945002
735,696,40.779265,-73.973743
736,1704,40.778601,-73.843187
737,389,40.749534066399995,-73.86257496350001
738,468,40.670168,-73.907561
739,748,40.821836,-73.95010699999999
740,2077,40.694817,-73.919402
741,173,40.676967,-73.969125
742,542,40.69056,-73.991962
743,523,40.743704,-73.973291
744,0,40.760933,-73.957748
745,1396,40.814997,-73.94091800000001
746,931,40.8610077055,-73.8900622547
747,1090,40.712972,-73.945453
748,2306,40.6758799199,-73.8710906876
749,0,40.74909,-73.89064
750,112,40.8116866753,-73.91444144229999
751,51,40.852965000000005,-73.931078
752,113,40.626958394,-74.16430314899999
753,2051,40.765133,-73.790083
754,1068,40.878685,-73.872039
755,48,40.855469,-73.936747
756,2162,40.763818,-73.880046
757,1268,40.646877,-73.92097700000001
758,1541,40.686797999999996,-73.781247
759,892,40.722726,-74.006534
760,1909,40.813728000000005,-73.908886
761,645,40.861914,-73.893416
762,704,40.735603999999995,-73.71633800000001
763,0,40.749534066399995,-73.86257496350001
764,1598,40.864403,-73.863878
765,761,40.615612,-74.034258
766,692,40.681096000000004,-73.975317
767,2457,40.775901,-73.910964
768,335,40.781118,-73.94958199999999
769,859,40.746171999999994,-73.890208
770,165,40.741889,-73.919775
771,680,40.744902,-73.935022
772,103,40.6826896874,-73.9617526864
773,404,40.759824,-73.964903
774,97,40.881387,-73.878395
775,848,40.693018,-73.953034
776,1150,40.728967,-73.990432
777,1904,40.660152000000004,-73.739488
778,2307,40.8062,-73.925979
779,1178,40.571853999999995,-74.11232700000001
780,774,40.821253999999996,-73.858098
781,346,40.792336999999996,-73.940545
782,1052,40.744178000000005,-73.717322
783,599,40.620203000000004,-74.00754599999999
784,1298,40.834157,-73.887512
785,1948,40.814945,-73.936012
786,1617,40.733847999999995,-73.871578
787,433,40.656517,-73.882737
788,32,40.895865,-73.89229399999999
789,2444,40.592278,-73.977838
790,1260,40.748775,-73.873216
791,1001,40.846089,-73.909879
792,148,40.652013000000004,-73.929141
793,0,40.616584,-73.978594
794,334,40.679294,-73.92622800000001
795,1810,40.611666,-73.983713
796,303,40.711782,-73.859298
797,1189,40.680445,-73.991949
798,2009,40.850562,-73.882453
799,197,40.700764,-73.935974
800,2234,40.661432,-73.908622
801,143,40.745870000000004,-73.884698
802,1322,40.668708,-73.90841400000001
803,1364,40.730178,-74.002955
804,1769,40.710598,-73.947089
805,571,40.786221000000005,-73.951799
806,22,40.604524,-73.969414
807,2165,40.648768,-73.949343
808,1124,40.818467,-73.868372
809,2430,40.666786,-73.92694399999999
810,406,40.634899,-74.002836
811,21,40.804589,-73.935823
812,1951,40.836745,-73.94290500000001
813,408,40.713456,-73.947916
814,824,40.775940000000006,-73.91511899999999
815,735,40.750153000000005,-73.880374
816,76,40.736922,-73.77799
817,1813,40.743421000000005,-73.994049
818,1366,40.8509568703,-73.9384210425
