the_geom,cartodb_id,objectid,url,name,line,source_cartodb_id,target_cartodb_id,closest_dist
0101000020E6100000518B03081F8052C05F1B07DEC94D4440,40,35,http://web.mta.info/nyct/service/,18th Ave & 85th St at SE corner,D,25,180,668.5831702
0101000020E610000083864316697952C0CDB8D1F4126F4440,41,664,http://web.mta.info/nyct/service/,Jerome Ave & Kingsbridge Rd at NE corner,4,26,809,142.9629985
0101000020E6100000AC0DDA3C0E7252C06B31F45D4A5B4440,42,1522,http://web.mta.info/nyct/service/,Midland Pkwy & Hillside Ave at NE corner,F,27,1667,5956.000399
0101000020E61000002B160C57077552C030F9483D44614440,43,1438,http://web.mta.info/nyct/service/,Main St & Roosevelt Ave at SE corner,7,28,1583,954.6429356
0101000020E6100000AC0DDA3C0E7252C06B31F45D4A5B4440,44,1522,http://web.mta.info/nyct/service/,Midland Pkwy & Hillside Ave at NE corner,F,29,1667,2991.377472
0101000020E6100000B493CD73447052C04CFC8E66654D4440,45,946,http://web.mta.info/nyct/service/,Beach 22nd St & Mott Ave at SW corner,A,30,1091,202.6624413
0101000020E6100000434A55BFD27E52C0566A2B39274E4440,46,299,http://web.mta.info/nyct/service/,8th St & Avenue O at NE corner,N,31,444,256.5597497
0101000020E6100000874662F4DC7452C0F80E87B01A6D4440,47,616,http://web.mta.info/nyct/service/,Burr Ave & Westchester Ave at NE corner,6,32,761,11.73280491
0101000020E6100000E6E0F3FE3F7C52C014BB8A2D3D664440,48,1238,http://web.mta.info/nyct/service/,Lexington Ave & 116th St at NE corner,6,33,1383,726.4194649
0101000020E6100000AC0DDA3C0E7252C06B31F45D4A5B4440,49,1522,http://web.mta.info/nyct/service/,Midland Pkwy & Hillside Ave at NE corner,F,34,1667,6282.327122
0101000020E6100000A0A34674CF7C52C029C8912DCB694440,50,1126,http://web.mta.info/nyct/service/,Broadway & 145th St at NW corner,1,35,1271,350.8732227
0101000020E61000007BB36BF3697D52C0D93E5C3F29624440,51,1924,http://web.mta.info/nyct/service/,2nd Ave & 69th St at SE corner,Q,36,1920,262.1864937
0101000020E610000045DA8F4B1C7A52C07CA8445C396D4440,52,672,http://web.mta.info/nyct/service/,Jerome Ave & Burnside Ave at SW corner,4,37,817,233.3554988
0101000020E61000000FFBDE50F87A52C07762C33923624440,53,1535,http://web.mta.info/nyct/service/,31st St & 30th Ave at SE corner,N-Q,38,1680,358.9935342
0101000020E6100000FAF436DF887F52C05071858428554440,54,1593,http://web.mta.info/nyct/service/,4th Ave & Prospect Ave at NE corner,R,39,1738,287.156777
0101000020E6100000F300C0CB0C7D52C085C41E5723694440,55,1128,http://web.mta.info/nyct/service/,Broadway & 137th St at NE corner,1,40,1273,432.7421752
0101000020E61000000AAC909BE17F52C0B5EA29F5655F4440,56,759,http://web.mta.info/nyct/service/,8th Ave & 23rd St at NE corner,C-E,41,904,91.98641988
0101000020E610000079041CB5C27C52C086D3E2B54B534440,57,606,http://web.mta.info/nyct/service/,Nostrand Ave & Church Ave at SE corner,5-Feb,42,751,896.6985756
0101000020E61000002D08C1AE267C52C0F5A28A10576C4440,58,357,http://web.mta.info/nyct/service/,Fort Washington Ave & 175th St at SE corner,A,43,502,123.2014229
0101000020E6100000D52411AAD47D52C06038BF1589614440,59,1838,http://web.mta.info/nyct/service/,3rd Ave & 60th St at SE corner,N-Q-R-4-5-6,44,105,67.65109731
0101000020E610000040D16A48DC8052C0D5880C40A35A4440,60,1633,http://web.mta.info/nyct/service/,Greenwich St & Rector St at NE corner,1,45,1778,9.28475516
0101000020E6100000FF7137F92D7F52C0ED0AE2DBF45B4440,61,108,http://web.mta.info/nyct/service/,Norfolk St & Delancey St at NE corner,F-J-M-Z,46,253,288.3932352
0101000020E610000030A830629F8052C0B0CC5E5320534440,62,1600,http://web.mta.info/nyct/service/,4th Ave & 45th St at NW corner,R,47,1745,36.13912075
0101000020E6100000D36BF562287D52C04FA08A6533574440,63,427,http://web.mta.info/nyct/service/,Franklin Ave & Fulton St at NE corner,A-C-FS,48,572,157.6897466
0101000020E6100000F407B476DB7E52C0A2C5273CA15D4440,64,128,http://web.mta.info/nyct/service/,1st Ave & 14th St at NE corner,L,49,273,683.0267779
0101000020E61000007FA5C81EA18152C0A5FBEE14AB504440,65,1906,http://web.mta.info/nyct/service/,4th Ave & 76th St at NW corner (exit only),R,50,1906,547.739484
0101000020E61000005D8BC3B46F7F52C0051CC67AA3584440,66,1300,http://web.mta.info/nyct/service/,Court St & Joralemon St at SW corner,R-2-3-4-5,51,1445,51.36119883
0101000020E6100000AC0DDA3C0E7252C06B31F45D4A5B4440,67,1522,http://web.mta.info/nyct/service/,Midland Pkwy & Hillside Ave at NE corner,F,52,1667,233.9914037
0101000020E6100000EB90E3DBBB7852C0CA8C1C0DE06F4440,68,449,http://web.mta.info/nyct/service/,Grand Concourse & 203rd St at NE corner,B-D,53,594,213.8163454
0101000020E61000007AE71A0DE07E52C0A0C4D38904634440,69,257,http://web.mta.info/nyct/service/,Broadway & 66th St at SE corner,1,54,402,565.3709954
0101000020E610000029F2BF982D7A52C075CFB173D3544440,70,592,http://web.mta.info/nyct/service/,Rockaway Ave & Livonia Ave at NW corner,3,55,737,800.9911622
0101000020E61000002E861071737752C032CE43075D704440,71,1725,http://web.mta.info/nyct/service/,White Plains Rd & 211th St at SW corner,5-Feb,56,1870,437.091732
0101000020E61000002A156DC4937B52C06CC055944B5F4440,72,1326,http://web.mta.info/nyct/service/,34th St & Queens Blvd at SW corner,7,57,1471,188.5250995
0101000020E610000013E7C8EA568052C0DC66358D265D4440,73,1175,http://web.mta.info/nyct/service/,Varick St & King St at SE corner,1,58,1320,127.5714927
0101000020E61000009D9A7232717C52C0BBC9E0BF79694440,74,715,http://web.mta.info/nyct/service/,Saint Nicholas Ave & 145th St at NE corner,A-B-C-D,59,860,249.0901779
0101000020E610000026B88904537F52C0FDF31A05C1554440,75,1035,http://web.mta.info/nyct/service/,4th Ave & 10th St at NW corner,F,60,1180,401.162147
0101000020E6100000A1C06B1ACF8452C0E6CCEA8A5A504440,76,1499,http://web.mta.info/nyct/service/,Bay St & Cross St at NE Corner,SIR,61,1644,2568.634793
0101000020E6100000A943F8DC097652C0C8C556BE675C4440,77,548,http://web.mta.info/nyct/service/,108th St & Queens Blvd at NW corner,E-F-M-R,62,693,32.65009805
0101000020E6100000B3054F2BB58F52C0FE15C63EF8414440,78,224,http://web.mta.info/nyct/service/,Tracy Av & Arthur Kill Rd at NW Corner,SIR,63,369,714.028878
0101000020E6100000AC0DDA3C0E7252C06B31F45D4A5B4440,79,1522,http://web.mta.info/nyct/service/,Midland Pkwy & Hillside Ave at NE corner,F,64,1667,4444.647027
0101000020E61000004899FB8F4C7C52C0B6B2FC5FAE594440,80,99,http://web.mta.info/nyct/service/,Flushing Ave & Broadway at SE corner,J-M,65,244,151.8476173
0101000020E61000006D20ADA6EB7E52C018B803F8A7564440,81,1589,http://web.mta.info/nyct/service/,4th Ave & Union St at SE corner,R,66,1734,272.2010109
0101000020E610000066C380CEA47F52C0F7D3BEC62E574440,82,511,http://web.mta.info/nyct/service/,Smith St & President St at NW corner,F-G,67,656,979.6594185
0101000020E6100000C4A7D520CC7852C00A33A51EA26F4440,83,949,http://web.mta.info/nyct/service/,Grand Concourse & Bedofrd Park Blvd at NE corner,B-D,68,1094,623.6154917
0101000020E610000076B8C994547D52C0B2DC449164624440,84,1922,http://web.mta.info/nyct/service/,2nd Ave & 72nd St at SE corner,Q,69,1918,221.1144379
0101000020E61000001C8A1072DE7F52C0FDF0CD7685544440,85,1595,http://web.mta.info/nyct/service/,4th Ave & 25th St at SE corner,R,70,1740,228.5611222
0101000020E610000032F463CE337752C077EA92A0F85F4440,86,1787,http://web.mta.info/nyct/service/,103rd St & Roosevelt Ave at SE corner,7,71,54,26.94700129
0101000020E610000084DA32129F8552C0F40BB24D4D4C4440,87,1494,http://web.mta.info/nyct/service/,N Railroad Av & Old Town Rd at NE Corner,SIR,72,1639,742.1704817
0101000020E61000004F6F2AFC197A52C05D1DC31F7E684440,88,1756,http://web.mta.info/nyct/service/,Jackson Ave & 152nd St at NE corner,5-Feb,73,23,74.5531468
0101000020E610000079C37000FD7852C0D3F4D59810694440,89,642,http://web.mta.info/nyct/service/,Hunts Point Ave & 163rd St at SE corner,6,74,787,466.6354742
0101000020E610000077B7FC33837F52C05C3ABFE3145F4440,90,1014,http://web.mta.info/nyct/service/,6th Ave & 23rd St at NE corner,F-M,75,1159,245.593688
0101000020E6100000C90661342B7C52C06E386DF3FF6A4440,91,705,http://web.mta.info/nyct/service/,Saint Nicholas Ave & 162nd St at SW corner,C,76,850,279.5634293
0101000020E6100000FAF436DF887F52C05071858428554440,92,1593,http://web.mta.info/nyct/service/,4th Ave & Prospect Ave at NE corner,R,77,1738,287.156777
0101000020E61000005A20C537147B52C04C4A69041B554440,93,586,http://web.mta.info/nyct/service/,Rutland Rd & E. 98th St at SW corner,3,78,731,1576.207089
0101000020E61000006BFA391E337852C05031199980714440,94,658,http://web.mta.info/nyct/service/,Jerome Ave & Bainbridge Ave at SE corner,4,79,803,595.7419832
0101000020E61000006DA522111A7852C0372EF688D15F4440,95,1796,http://web.mta.info/nyct/service/,90th St & Roosevelt Ave at NW corner,7,80,63,895.489861
0101000020E61000002AF930D0B57C52C05B48DDDD03524440,96,1386,http://web.mta.info/nyct/service/,Nostrand Ave & Avenue D at SW corner (exit only),5-Feb,81,1531,41.58216293
0101000020E61000000D34D5415E7A52C0428E35E1976C4440,97,676,http://web.mta.info/nyct/service/,Jerome Ave & 176th St at NW corner,4,82,821,366.4010023
0101000020E61000004C43FBC6D77C52C044B5EF96E4544440,98,604,http://web.mta.info/nyct/service/,Nostrand Ave & Sterling St at NE corner,5-Feb,83,749,293.6308412
0101000020E6100000EC67DD75367752C0F22595196F5D4440,99,845,http://web.mta.info/nyct/service/,63rd Rd & Queens Blvd at SW corner (exit only),M-R,84,990,214.7060628
0101000020E610000090115A9E077F52C0CD0BA907054F4440,100,57,http://web.mta.info/nyct/service/,20th Ave & 64th St at NE corner,N,85,202,57.96151028
0101000020E6100000CA1AEC4CA17752C06E0EC5F2E75F4440,101,1791,http://web.mta.info/nyct/service/,Junction Blvd & Roosevelt Ave at NE corner,7,86,58,902.0721375
0101000020E610000071C5C3F0117B52C015F080F623554440,102,587,http://web.mta.info/nyct/service/,Rutland Rd & E. 98th St at NW corner,3,87,732,653.5093788
0101000020E61000000B9EA46C917852C0524FBB4DB85F4440,103,1797,http://web.mta.info/nyct/service/,82nd St & Roosevelt Ave at NE corner,7,88,64,326.7311747
0101000020E6100000BBD09928427E52C0433276E5B3564440,104,1620,http://web.mta.info/nyct/service/,Flatbush Ave & Park Pl at SW corner,B-Q,89,1765,49.09979116
0101000020E61000009C49A35A447C52C01E6C6831B1594440,105,98,http://web.mta.info/nyct/service/,,J-M,90,243,284.6370848
0101000020E61000003BB4C8E9EB7952C014D100B37B704440,106,204,http://web.mta.info/nyct/service/,Broadway & 231st St at SW corner,1,91,349,229.2435307
0101000020E61000005FFA7A2FBE7752C08F733D8BDE5D4440,107,848,http://web.mta.info/nyct/service/,Woodhaven Blvd & Queens Blvd at SW corner,M-R,92,993,74.40168938
0101000020E61000008176C4EA8F7D52C0F2622D7FBE534440,108,1913,http://web.mta.info/nyct/service/,Ocean Ave & Woodruff Ave at NW corner (exit only),B-Q,93,1913,519.832137
0101000020E6100000B4C0BF232A7952C020B9EC0775694440,109,1307,http://web.mta.info/nyct/service/,Westchester Ave & Simpson St at SW corner,5-Feb,94,1452,170.7183535
0101000020E6100000F854D424787E52C04897D018E6644440,110,1134,http://web.mta.info/nyct/service/,Broadway & 86th St at NE corner,1,95,1279,109.4852268
0101000020E6100000518B03081F8052C05F1B07DEC94D4440,111,35,http://web.mta.info/nyct/service/,18th Ave & 85th St at SE corner,D,96,180,636.5873888
0101000020E6100000881FCD76857752C06FDB6A739C6D4440,112,1732,http://web.mta.info/nyct/service/,White Plains Rd & Pelham Pkwy at SE corner,5-Feb,97,1877,66.134194
0101000020E6100000CE2047A8197F52C082E8F2EF33584440,113,789,http://web.mta.info/nyct/service/,Hoyt St & Schermerhorn St at NE corner,A-C-G,98,934,20.61101683
0101000020E6100000C30B0A47907652C0DA479C00C3584440,114,68,http://web.mta.info/nyct/service/,Woodhaven Blvd & Jamaica Ave at SW corner,J-Z,99,213,47.49334279
0101000020E6100000D84E787FBC7A52C063D13BEE94624440,115,1531,http://web.mta.info/nyct/service/,31st St & Hoyt Ave South at SE corner,N-Q,100,1676,282.7340908
0101000020E61000008D5EED0A7D7952C0ABDAFAF9EF714440,116,201,http://web.mta.info/nyct/service/,Broadway & 242nd St at NW corner,1,101,346,1873.877568
0101000020E610000069696626948652C064AC2C8CC24A4440,117,1473,http://web.mta.info/nyct/service/,Jefferson Av & N Railroad Av at SW Corner,SIR,102,1618,5350.207682
0101000020E61000009681F1B8A87F52C03DA214B875514440,118,24,http://web.mta.info/nyct/service/,New Utrecht Ave & 49th St at SE corner,D,103,169,410.6996177
0101000020E6100000EF23CE88D27E52C0CF169FDB845F4440,119,1671,http://web.mta.info/nyct/service/,Park Ave & 33rd St at SE corner,6,104,1816,736.510306
0101000020E61000007135DC63E97C52C0F333D149EF674440,120,369,http://web.mta.info/nyct/service/,Saint Nicholas Ave & 127th St at SW corner,A-B-C-D,105,514,30.27900161
0101000020E6100000ACE62457B17C52C04C1B76D0255A4440,121,101,http://web.mta.info/nyct/service/,Moore St & Broadway at SW corner,J-M,106,246,168.1977404
0101000020E61000008489A5EF357E52C07A709D92AC654440,122,1132,http://web.mta.info/nyct/service/,Broadway & 95th St at N corner,1/2/03,107,1277,281.6382473
0101000020E6100000A9950EBA847752C05A460825CC6E4440,123,1728,http://web.mta.info/nyct/service/,White Plains Rd & Allerton Ave at NW corner,5-Feb,108,1873,214.4509943
0101000020E6100000A0A34674CF7C52C029C8912DCB694440,124,1126,http://web.mta.info/nyct/service/,Broadway & 145th St at NW corner,1,109,1271,144.0198811
0101000020E6100000F407B476DB7E52C0A2C5273CA15D4440,125,128,http://web.mta.info/nyct/service/,1st Ave & 14th St at NE corner,L,110,273,42.9773358
0101000020E6100000B4E4C765A37C52C06ADB2D5A5D644440,126,1929,http://web.mta.info/nyct/service/,2nd Ave & 96th St at SW corner,Q,111,1925,452.0320344
0101000020E61000005602C713417E52C09CF6682783654440,127,1417,http://web.mta.info/nyct/service/,Broadway & 96th St at SE corner,1/2/03,112,1562,221.2107147
0101000020E61000003B8FA6D3BA7D52C031F9418177524440,128,1625,http://web.mta.info/nyct/service/,Marlborough Rd & Beverly Rd at SE corner,B-Q,113,1770,478.3013609
0101000020E61000004FCE38D3847652C05AE1378FC36A4440,129,629,http://web.mta.info/nyct/service/,Castle Hill Ave & Westchester Ave at SW corner,6,114,774,1742.15486
0101000020E610000032F463CE337752C077EA92A0F85F4440,130,1787,http://web.mta.info/nyct/service/,103rd St & Roosevelt Ave at SE corner,7,115,54,26.94700129
0101000020E61000000E5FC347C47C52C0D6A2000C04594440,131,183,http://web.mta.info/nyct/service/,Marcy Ave & Myrtle Ave at NW corner,G,116,328,402.5659567
0101000020E61000008CADA8C0C97A52C0A6F313BC215F4440,132,1810,http://web.mta.info/nyct/service/,46th St & Queens Blvd at NE corner,7,117,77,15.19615109
0101000020E6100000CCC905DB887552C028A33761FB6B4440,133,625,http://web.mta.info/nyct/service/,Westchester Ave & Middletown Rd at NE corner,6,118,770,3769.114721
0101000020E6100000F8CAEA71DF7952C00F77D055F36C4440,134,456,http://web.mta.info/nyct/service/,Grand Concourse & 179th St at NE corner,B-D,119,601,446.0054685
0101000020E6100000F84A18DF928A52C00D9CBC7FAE454440,135,1482,http://web.mta.info/nyct/service/,Richmond Av & Eltingville Bl at SE Corner,SIR,120,1627,972.4566026
0101000020E61000002D08C1AE267C52C0F5A28A10576C4440,136,357,http://web.mta.info/nyct/service/,Fort Washington Ave & 175th St at SE corner,A,121,502,123.2014229
0101000020E6100000E9996C59BE7952C0A52D558F345A4440,137,115,http://web.mta.info/nyct/service/,Forest Ave & Myrtle Ave at NW corner,M,122,260,959.6965125
0101000020E6100000F70E5C01857B52C0E20D6845D4604440,138,1541,http://web.mta.info/nyct/service/,31st St & 36th Ave at SW corner,N-Q,123,1686,53.97449857
0101000020E61000003E5AA7E7DD7C52C07BD3CEAFE6544440,139,603,http://web.mta.info/nyct/service/,Nostrand Ave & Sterling St at NW corner,5-Feb,124,748,166.6535164
0101000020E61000000BC96820967F52C0E74863FE0A4D4440,140,42,http://web.mta.info/nyct/service/,Bay Pkwy & 86th St at NE corner,D,125,187,615.7395729
0101000020E6100000B1E4F122137252C0697F0D293F5B4440,141,1521,http://web.mta.info/nyct/service/,180th St & Hillside Ave at SW corner,F,126,1666,2593.793401
0101000020E61000008593B055828152C04883DB0242514440,142,1611,http://web.mta.info/nyct/service/,4th Ave & Bay Ridge Ave at NW corner,R,127,1756,140.8487491
0101000020E6100000D1274FE5B47952C06DCCA70EF2684440,143,1754,http://web.mta.info/nyct/service/,Prospect Ave & 160th St at NW corner,5-Feb,128,21,265.625223
0101000020E61000002EEC46AE9B7F52C0D218881BF05B4440,144,1023,http://web.mta.info/nyct/service/,Chrystie St & Grand St at NW corner,B-D,129,1168,349.1595003
0101000020E6100000978A1CE90C7952C064C6E6839E5F4440,145,1323,http://web.mta.info/nyct/service/,74th St & Roosevelt Ave at NE corner,E-F-M-R-7,130,1468,238.4278222
0101000020E610000009FE677A897D52C056302248DE534440,146,1623,http://web.mta.info/nyct/service/,Ocean Ave & Parkside Ave at NE corner,B-Q,131,1768,42.03601296
0101000020E6100000BDD82AA73D7B52C0C195AC4885614440,147,1538,http://web.mta.info/nyct/service/,31st St & Broadway at SW corner,N-Q,132,1683,631.0475798
0101000020E6100000AD5D71395E7F52C0890A6CA33A5B4440,148,1028,http://web.mta.info/nyct/service/,Rutgers St & Madison Ave at NW corner,F,133,1173,119.088145
0101000020E610000080F9D47C957D52C0173D063DD4544440,149,1912,http://web.mta.info/nyct/service/,Flatbush Ave & Empire Blvd at SW corner,B-Q-FS,134,1912,387.1768529
0101000020E61000006A7DD7F15F7E52C02F06FFF7E0574440,150,799,http://web.mta.info/nyct/service/,Portland Ave & Fulton Ave at NW corner,C,135,944,71.31685189
0101000020E610000029F2BF982D7A52C075CFB173D3544440,151,592,http://web.mta.info/nyct/service/,Rockaway Ave & Livonia Ave at NW corner,3,136,737,796.6365131
0101000020E6100000935D777FBC7D52C07BD0F93768574440,152,425,http://web.mta.info/nyct/service/,Washington Ave & Fulton Ave at SE corner,C,137,570,244.0448562
0101000020E6100000261803E9627952C0B3FD60F0696E4440,153,454,http://web.mta.info/nyct/service/,Grand Concourse & Fordham Rd at NE corner,B-D,138,599,291.1396495
0101000020E61000003CDBC2B81B7A52C078E43E4679684440,154,1755,http://web.mta.info/nyct/service/,Jackson Ave & 152nd St at NE corner,5-Feb,139,22,285.9434971
0101000020E610000034821AF4A57E52C0AF78F5328A574440,155,1587,http://web.mta.info/nyct/service/,4th Ave & Pacific St at NW corner,B-Q-D-N-R-2-3-4-5,140,1732,354.6220541
0101000020E6100000E8FC5E622C7C52C0CFF28944A16B4440,156,1121,http://web.mta.info/nyct/service/,Broadway & 168th St at SW corner,A-C-1,141,1266,128.6782512
0101000020E6100000FF6D05F4C27952C03B98C9B5A1524440,157,1066,http://web.mta.info/nyct/service/,Glenwood Rd & Rockaway Pkwy at NW corner,L,142,1211,1739.713005
0101000020E6100000BB400C90687B52C01A0A26EEB1584440,158,93,http://web.mta.info/nyct/service/,Patchen Ave & Broadway at NE corner,J,143,238,615.9829547
0101000020E610000062062029597D52C0B5156F5E6E624440,159,1921,http://web.mta.info/nyct/service/,2nd Ave & 72nd St at NW corner,Q,144,1917,220.6104027
0101000020E6100000EB0E198BA67C52C03149084CE0504440,160,1212,http://web.mta.info/nyct/service/,Nostrand Ave & Avenue H at NE corner,5-Feb,145,1357,1386.992337
0101000020E61000009B89828FC17452C0CC701F39D2574440,161,908,http://web.mta.info/nyct/service/,Lefferts Blvd & Liberty Ave at SW corner,A,146,1053,1368.211828
0101000020E6100000B60D158A747C52C013AA3323BC654440,162,1644,http://web.mta.info/nyct/service/,Lexington Ave & 110th St at SW corner,6,147,1789,125.1480819
0101000020E6100000DA8FFDB6277852C0064E77A5655E4440,163,854,http://web.mta.info/nyct/service/,Broadway & Queens Blvd at SW corner,M-R,148,999,268.7134106
0101000020E6100000AC0DDA3C0E7252C06B31F45D4A5B4440,164,1522,http://web.mta.info/nyct/service/,Midland Pkwy & Hillside Ave at NE corner,F,149,1667,7957.140033
0101000020E610000001411E15FF7B52C00C2D93D8EE664440,165,694,http://web.mta.info/nyct/service/,Lexington Ave & 125th St at SE corner,4/5/06,150,839,234.7014768
0101000020E6100000BC999463B27D52C0FCE5904E5D674440,166,1129,http://web.mta.info/nyct/service/,Broadway & 115th St at SE corner (exit only),1,151,1274,182.8616442
0101000020E610000083323B49038752C0B63534321A4A4440,167,1477,http://web.mta.info/nyct/service/,Fremont Av & S Railroad Av at NW Corner,SIR,152,1622,778.9866591
