,cartodb_id,dist_sub,dist_wifi,dist_fountains,dist_shootings,dist_walkways
46,47,11.73280491,5181.952216,82.26395025,1725.64200792,3609.78325412
47,48,726.4194649,354.56716580000005,448.05263729999996,463.36370304,346.7925416
48,49,6282.327122,7411.125902,187.59249207,5221.83660597,4923.26463086
49,50,350.8732227,25.40600478,364.42839208,4231.87606756,34.15427932
50,51,262.18649369999997,49.87761164,275.97951307,1414.81786605,30.11424232
51,52,233.3554988,18.92626545,750.76746022,8349.51011674,1189.91822189
52,53,358.9935342,43.35902733,364.92024808,5730.88302236,917.67565717
53,54,287.156777,94.94143789,455.30473062,4687.94697393,1198.75730641
54,55,432.7421752,12.11579829,619.44678729,11907.287271,493.10245324
55,56,91.98641988,132.6287409,217.23724421,4158.48083814,73.94782591
56,57,896.6985756000001,114.6031428,119.45504522,4686.72391449,703.74293486
57,58,123.20142290000001,203.1153663,215.90681341,1552.18189152,180.78060174
58,59,67.65109731,29.99360066,546.7221708999999,8804.51473085,179.15278797
59,60,9.28475516,609.8103844,338.63752948,1704.37419898,67.50635424
60,61,288.3932352,372.61364110000005,65.94993879,5513.55051187,250.47572871
61,62,36.13912075,193.859055,220.93002886,1007.90488798,771.43352913
62,63,157.6897466,166.52467,405.72679417,4819.44158472,223.81924488
63,64,683.0267779,137.4401011,431.35919749,3346.98284038,57.83724198
64,65,547.739484,2572.987831,311.14518142,8294.86075077,824.82807874
65,66,51.36119883,317.0112361,81.92574886,2467.92346546,269.50893598
66,67,233.9914037,1353.152698,530.85270223,5822.14682394,1241.24613778
67,68,213.8163454,1265.536797,732.03646234,1564.08396523,745.13508942
68,69,565.3709954,348.98231830000003,189.61875156,1498.25044824,497.79283964
69,70,800.9911622000001,909.7859737,777.65446486,6179.80163011,777.70156429
70,71,437.09173200000004,2356.6299050000002,194.04214478,3551.33770704,447.67491739999997
71,72,188.5250995,95.53803317,257.13503487,2493.6688577,703.33185704
72,73,127.57149270000001,76.38048847,192.4606334,4449.46694902,116.93396005
73,74,249.09017790000001,9.28147938,63.44634863,1952.9715752,258.62872017
74,75,401.162147,24.90663632,243.05884619,4698.43631808,956.77626105
75,76,2568.634793,4080.491372,611.74068163,7253.66331681,534.34274338
76,77,32.65009805,45.86592244,155.49045178,1405.28256963,1648.54072886
77,78,714.0288780000001,12438.590979999999,533.35844107,2748.28485255,16171.37169946
78,79,4444.647027,5283.333295,430.78566642,2209.44416992,1391.02994344
79,80,151.84761730000002,136.5555548,146.69760338,6586.77046237,538.24023997
80,81,272.20101089999997,43.08663039,203.08056019,308.40281052,815.52839818
81,82,979.6594185,645.6723519,379.04590626,3213.28973485,455.55344931
82,83,623.6154917,883.1641056,619.95770632,5444.60240093,38.45988343
83,84,221.1144379,32.09675475,199.03213396,4342.19258747,223.68188555
84,85,228.5611222,242.399277,142.86874518,1674.67013214,994.67025294
85,86,26.94700129,671.2844117999999,524.89926757,3389.27875126,36.07779377
86,87,742.1704817000001,869.1927397,528.56022606,9893.18629554,2694.53379877
87,88,74.5531468,87.08389964,170.16151837,3785.02761506,91.81541836
88,89,466.6354742,1694.488384,1017.72371602,8018.89589845,213.96366295
89,90,245.593688,11.97305271,680.06131915,6164.85670504,251.81861089
90,91,279.5634293,107.62720060000001,169.88737437,736.48508844,342.14063307
91,92,287.156777,94.94143789,304.32144232,2315.46010872,1198.75730641
92,93,1576.207089,166.1580006,199.74701966,2324.54019339,42.46010982
93,94,595.7419832,2199.574696,238.58558147,1658.77260145,1144.63222182
94,95,895.4898609999999,112.14306450000001,376.39529704,5095.8605341,765.89866061
95,96,41.58216293,479.2942101,567.41689433,3398.77445083,258.22927764
96,97,366.4010023,383.9070682,113.29586833,7030.53004458,595.0543243
97,98,293.6308412,18.64265897,161.16167211,8892.58398064,353.52150765
98,99,214.7060628,465.48095369999993,256.26314517,82.93217907,660.18529708
99,100,57.96151028,3354.36598,120.37094399,1750.58411134,1236.93409776
100,101,902.0721375,25.77318609,412.35853951,5691.91996971,886.97701166
101,102,653.5093787999999,914.3400859999999,278.29418059,1124.43450146,562.05341209
102,103,326.7311747,228.34843540000003,431.35919749,3346.98284038,334.79956548
103,104,49.09979116,27.08742459,437.40814598,1762.71444163,73.73502285
104,105,284.6370848,59.44871895,330.89009973,3145.79897311,918.1002930999999
105,106,229.2435307,1335.445778,231.34653737,7091.04747342,680.76314874
106,107,74.40168938,30.45173532,230.79612906,1344.7883926,40.03617603
107,108,519.832137,236.42408360000002,100.22255449,1653.50965267,272.94903744
108,109,170.71835349999998,1246.542215,348.24058668,1255.77276712,259.30321454
109,110,109.48522679999999,179.8723118,464.13978991,5538.72080576,45.32386727
110,111,636.5873888,4984.324165999999,662.27156313,4411.43796014,1233.23419909
111,112,66.134194,2302.8871059999997,429.78608349,7360.88796076,1774.22776532
112,113,20.61101683,193.28575890000002,407.19930173,882.83105289,346.3254912
113,114,47.49334279,63.35036515,769.8953738,7240.87672857,21.69670398
114,115,282.73409080000005,219.76901260000002,303.33817672,1934.96068687,385.99407323
115,116,1873.8775679999999,4189.884828,321.34445120000004,409.99333087,3591.64107359
116,117,5350.207682,4765.178099000001,272.78147036,2763.90682886,1649.83508206
117,118,410.6996177,2248.486243,101.25698122,7584.37472591,1102.60221389
118,119,736.510306,246.7389958,486.88076976,217.39294879,180.55546167
119,120,30.27900161,48.96934995,248.90684576,1148.91957946,58.21447705
120,121,168.19774040000001,260.7072372,275.90436568,4666.53372832,295.77618963
121,122,281.63824730000005,102.6482283,371.62989773,3667.76191474,377.57056513
122,123,214.4509943,1878.158743,371.92615705,2637.29712751,851.43752514
123,124,144.0198811,84.90048376,522.66645954,1125.07890756,145.5313654
124,125,42.97733579999999,51.58223837,226.63759318,3297.75280453,25.15210404
125,126,452.03203439999993,357.63261439999997,302.25415375,4372.51247761,109.43701818
126,127,221.21071469999998,124.6070074,395.38258607,5606.35902484,214.43917273
127,128,478.3013609,669.0044769,318.90602414,7881.99731235,291.23251451
128,129,1742.15486,4109.308701,698.01693901,3132.58456232,1615.18960862
129,130,26.94700129,671.2844117999999,330.87445277,5236.3607974,36.07779377
130,131,402.56595669999996,1226.530487,185.19417634,2168.44915517,475.36105044
131,132,15.19615109,26.35365899,38.07251081,1257.51638629,1317.19558842
132,133,3769.114721,6922.060259000001,114.91221103,3880.25580874,3380.86010727
133,134,446.00546849999995,76.03143551,138.61543687,2396.38072665,9.48505167
134,135,972.4566026000001,4693.228206000001,347.84003621,1916.29383682,9478.42849814
135,136,123.20142290000001,203.1153663,179.55461174,4119.47987061,180.78060174
136,137,959.6965125,3136.190121,257.85690137,2762.05076169,1394.10339829
137,138,53.97449857,309.397697,283.77053386,4159.8464978,945.74919157
138,139,166.6535164,69.49164484,540.77548728,1301.01170686,114.75123971
139,140,615.7395729,4529.920373,170.2601959,2918.96914889,13.0339148
140,141,2593.7934010000004,2590.0977829999997,113.29586833,7030.53004458,2528.50883389
141,142,140.8487491,2288.191748,201.39450323,1286.76807863,1243.7255742
142,143,265.625223,485.0464926,398.33582069,5613.08648088,216.79514206
143,144,349.1595003,145.7323635,899.93687322,5816.04364792,72.94526952
144,145,238.4278222,248.7353923,182.49875702,890.08193873,164.62673005
145,146,42.03601296,135.7165987,1392.63627026,1879.85543447,55.36455925
146,147,631.0475798,31.88373947,189.61875156,1498.25044824,837.02716686
147,148,119.088145,168.12981330000002,459.41951117,3418.83955511,110.21477413
148,149,387.1768529,375.587843,243.73832000000002,5579.56297586,366.18111709
149,150,71.31685189,138.1645567,119.40676777,1676.99578429,54.40068784
150,151,796.6365131,980.3297549,258.30805795,3610.39642951,523.56315253
151,152,244.0448562,55.09413899,671.72015914,3559.46528681,246.37943922
152,153,291.1396495,68.14983341,444.819592,7034.41533857,106.46272276
153,154,285.94349710000006,67.21654607,251.53184745,697.34481795,264.68958288
154,155,354.6220541,247.10461690000002,154.76203352,2910.24597752,355.77252494
155,156,128.6782512,323.9489538,512.87547244,6987.773052799999,165.25178886
156,157,1739.713005,2038.685801,202.87050057,616.37110024,432.46029605
157,158,615.9829547,1052.9207880000001,385.97776741,4689.04737803,247.24570017
158,159,220.61040269999998,219.229981,191.97822876,2435.50577927,212.03250023
159,160,1386.992337,1366.7080970000002,271.27602191,1445.12576227,14.22850572
160,161,1368.211828,2485.152328,252.31711916,884.13069192,2365.17299454
161,162,125.14808190000001,144.61028059999998,94.78704369,464.87253058,119.72816683
162,163,268.71341060000003,54.35739116,259.05337505,1785.97117764,269.54326562
163,164,7957.140033,9087.056998,62.16831215,653.0809069000001,5901.96142247
164,165,234.70147680000002,32.25612536,300.53076806,317.34750047,235.33496213
165,166,182.86164419999997,30.34082999,355.66189626,1637.54251766,233.02742166
166,167,778.9866591,40.326796200000004,65.77534365,1111.06950034,6367.97133465
167,168,694.2177697000001,3125.6859670000003,83.44864132,2080.5279325,1457.78724147
168,169,7.68523125,26.24685415,477.26274731,838.03748569,1327.83239395
169,170,291.9583113,3339.294258,584.43039034,4902.61583807,1992.32773539
170,171,120.1659993,26.88769083,458.85287998,2478.31756593,122.96740349
171,172,1336.793717,5056.174681,219.31783321,2244.75898048,2889.62223424
172,173,1041.0700869999998,3032.931145,944.59452753,10478.53525793,1024.40647125
173,174,5716.056442,6479.491531000001,97.96201956,1112.44966896,5875.34374773
174,175,732.287009,2470.312658,262.10061214,3273.51209194,1332.45127761
175,176,644.5681693,514.3577474,870.31220194,6495.69051979,3187.30154694
176,177,345.3863854,404.17436969999994,530.15063354,2502.06614146,346.42854375
177,178,240.0703395,10.6811421,389.92546073,5611.28963014,360.57401548
178,179,154.586967,114.72095829999999,223.08319766,3493.77617124,173.15903334
179,180,1278.268636,753.5792011,410.22675071,4180.03235575,150.8440066
180,181,1237.339583,3242.955775,563.12353474,4151.27128054,2011.26656538
181,182,45.96287193,41.59478005,236.15703939,1836.81154679,16.92299939
182,183,518.0281544,102.99940500000001,117.15893057,6863.84261154,149.80842926
183,184,64.05684123,4277.567553,316.37051266,266.93206496,1283.31869363
184,185,276.0102664,52.46490587,150.28481564,7553.72461944,177.59079898
185,186,369.2199701,5606.274929,94.39862743,1190.48264708,3038.09941146
186,187,313.52952569999997,78.94274111,657.14174937,8055.71594155,968.67999286
187,188,101.45352199999999,812.8444182999999,369.49602952,1820.41984464,120.07179076
188,189,14.67014766,3307.838552,55.35531120000001,4008.15717651,1279.97652139
189,190,166.48854939999998,643.5599972,713.06828518,3469.23653652,162.68328057
190,191,2327.0625760000003,1976.0998739999998,165.71936869,2062.87004095,1950.62217287
191,192,6633.771457,7715.308470999999,648.19634363,2036.90426619,2301.32529579
192,193,263.7048071,156.3944108,327.44026345,4260.18325942,571.91532815
193,194,1164.181822,2240.788606,354.44003954,1483.48237693,1376.65416267
194,195,209.4976931,1398.746252,635.9496041,2483.30570721,143.22177302
195,196,250.335906,3465.1983600000003,389.29666174,3056.004365,206.48266109
196,197,3678.885386,4417.492204,237.55048284,7122.92502301,4309.33069184
197,198,114.34044809999999,763.8221417000001,622.79698968,4365.04791666,748.47840506
198,199,1638.590949,5611.372479,401.63638852,621.46829317,408.55002712
199,200,223.85643100000001,311.8037368,422.67571353,8897.01625565,98.30613905
200,201,73.94075379,59.7715448,191.52550661,450.08499293,204.17881351
201,202,545.4692096,549.1841052999999,102.27445462,3639.97428936,576.90060455
202,203,184.1987498,208.5890207,279.39176971,1321.56227191,174.40791395
203,204,254.73576400000002,65.99463289,313.87325099,6711.165029000001,403.3904637
204,205,3888.1661740000004,4385.248635,640.76777167,5754.38152726,4290.82248809
205,206,597.7378563999999,823.2885051,584.39202584,3599.46252523,335.06963561
206,207,701.918089,617.6259732000001,322.69401928,6910.40538978,36.27551388
207,208,916.0316129,1024.679504,321.33595244,1511.24952506,20.22485228
208,209,7.53182263,149.1891352,213.5460213,2144.94769014,88.04000844
209,210,662.0970777000001,709.2975388,94.6773329,1574.92268814,922.52270376
210,211,332.26757510000004,9.72253486,264.32825107,1949.89105853,340.82249773
211,212,6717.81297,7764.894409,352.57372678,5673.48581133,1875.90968978
212,213,367.62807810000004,1131.340126,289.33697952,5594.21238384,710.77508635
213,214,46.00654601,34.08749986,92.83524924,2414.63429931,584.44755708
214,215,183.3988195,3168.02817,286.79653994,1086.21644758,1275.42726148
215,216,45.96287193,41.59478005,619.70107374,6322.75698301,16.92299939
216,217,35.19079538,15.237991699999998,73.77111479999999,5326.29272311,589.08619168
217,218,85.22820962,23.91208954,241.76833721,4836.21398432,1359.07491753
218,219,59.48373895,17.96512394,774.88036072,1327.02945782,143.5576544
219,220,810.1447488,445.6979587,562.22876266,999.59867134,263.29656118
220,221,614.3472763999999,1013.8775820000001,225.54267412,8886.50990383,169.2665281
221,222,2382.16909,3112.077486,241.30004732,1580.92618324,3002.33636969
222,223,185.4997895,2026.377355,203.5043542,5724.99237225,1051.76698318
223,224,106.5014645,140.2859782,410.98143517,4230.6505126,1302.97445414
224,225,25.19099695,989.3861701,165.71936869,2062.87004095,129.3724709
225,226,905.3391205,49.68699315,240.54056495,393.5182267,612.46580027
226,227,13.52828157,32.33606923,211.43677234,5344.07616993,16.21688246
227,228,203.40764819999998,389.24096160000005,152.73098824,3182.67266528,59.31603955
228,229,1467.2642349999999,1471.2937220000001,289.39863505,1488.18895799,473.78169766
229,230,414.4808001,536.1278102,572.32515603,937.12712921,414.73385538
230,231,223.304789,175.99258490000003,188.35704730000003,4470.8422263,309.65796703
231,232,766.4955004999999,3019.019943,1013.22611176,3643.64937647,1341.27406205
232,233,561.5953923999999,687.1489357999999,415.37253715,5721.25593167,565.6282285
233,234,581.3781861,128.852308,181.08615690000002,2214.27276464,1026.33771955
234,235,149.7113216,107.2828235,375.42507201,6639.49305257,136.51059497
235,236,420.8376409,90.85352558,297.27162777,1656.57305219,72.85041209
236,237,210.2807228,11820.523079999999,278.75844332,3746.19216784,7.10107463
237,238,3013.637084,3720.782097,42.90760023,2841.05443762,2178.6040574999997
238,239,114.05316940000002,331.81881180000005,118.25595574,1950.74532687,114.91510819999999
239,240,420.8924997,296.0420994,306.19686907,4521.95331161,909.36601982
240,241,109.3024571,33.13655664,628.02887465,3925.00664584,215.20003079
241,242,2344.33327,1960.0682800000002,184.87417765,1965.19027786,1939.4702699000002
242,243,256.1262244,91.63542189,296.92520596,5030.09017713,263.8413375
243,244,7.13370134,567.260346,501.90138593,7516.74637412,97.83135754
244,245,377.54411380000005,1697.893809,154.52205595,577.12338535,1151.65677677
245,246,418.1700619,6107.4004079999995,294.1684776,9804.64773509,393.28174178
246,247,140.362399,55.16177151,345.46457348,6128.55473454,202.85405718
247,248,165.8250761,1289.61289,42.62762414,1528.19205642,1178.44815474
248,249,67.12895492,144.3759031,166.2754564,681.61622518,127.92079713
249,250,625.2295378,2203.739158,199.48144177,4041.00508625,652.61250771
250,251,2499.4843339999998,5850.259395,143.15943016,2638.14933986,3317.62159865
251,252,739.2118136,597.6831837,308.624773,2309.27792669,647.9774705
252,253,135.6198322,84.45653299,192.39929419999999,3545.55244972,109.27717779
253,254,26.94700129,671.2844117999999,398.10973816,821.51932706,36.07779377
254,255,125.39729150000001,324.15699069999994,217.06081086,2517.91829348,166.19901899
255,256,41.66343574,126.63407509999999,234.91427385,4509.31383648,44.39473778
256,257,73.94075379,59.7715448,496.06785162,2681.71127476,204.17881351
257,258,328.7808334,41.26443136,217.05011983,5137.74871489,207.05131823
258,259,325.08556780000004,580.8957698,556.12026717,2705.35698715,87.77615177
259,260,3069.564547,3485.2120189999996,551.19578436,4813.62128828,2184.73631002
260,261,109.21768629999998,1290.007674,202.79614667,4337.70704384,1542.31371854
261,262,185.4766182,179.2528313,113.29586833,7030.53004458,34.88590032
262,263,123.20142290000001,203.1153663,272.32402422,1211.65156185,180.78060174
263,264,113.0874946,123.419702,67.46137663,1136.64418086,144.60351003
264,265,273.15925739999994,432.79712,213.5460213,2144.94769014,1001.70714061
265,266,431.73433430000006,906.918452,312.86612156,5375.88599159,1088.15917965
266,267,48.64878671,224.42645519999996,265.79713245,867.03360704,29.16017822
267,268,151.69039909999998,167.3367597,119.33830486,6045.88771053,156.16009004
268,269,363.5768812,44.52187204,402.73470883,5302.87742245,344.53307776
269,270,244.0448562,55.09413899,180.72029141,1984.9523315000001,246.37943922
270,271,330.99847339999997,1359.451986,189.61875156,1498.25044824,469.98707571
271,272,297.92298439999996,129.2350468,301.71113493,1534.51223407,854.39487784
272,273,3806.6921820000002,7160.813242,225.86199845,4606.73762293,1476.87846394
273,274,34.06891583,11778.80804,291.37163851,3128.96765576,674.72914821
274,275,355.115842,730.1584707999999,542.00477342,4029.08060807,167.74742597
275,276,8.84919236,147.3462124,380.90550437,1761.93911679,119.88856037
276,277,455.7022245,57.04562028,109.7524143,751.54806616,985.28024798
277,278,369.6483712,3396.5965340000002,259.05337505,1785.97117764,1641.4632394999999
278,279,5307.650506,6243.51055,87.62136576,1735.76891413,380.95284657
279,280,277.30877180000005,261.6312579,75.65720022,1030.88698304,58.29747709
280,281,213.9778797,19.95307723,245.54787073,7890.5223463,232.28004458
281,282,1202.587468,7616.927633,367.0445705,9736.3364287,948.08141623
282,283,1550.140783,745.4842182,434.31691427,624.28238792,825.83762904
283,284,166.823702,209.2512065,359.43732608,287.17404909,347.0216494
284,285,690.2699405000001,827.5288436000001,461.99046553,4758.65234933,209.98916257
285,286,1659.629862,4675.146043,347.35436853,2741.96926419,1517.8203593
286,287,1123.22513,570.9670165,325.72080615,7222.87803058,115.75224168
287,288,478.2013905,346.8465844,253.1806784,816.46664868,373.17789334
288,289,2624.8946530000003,4909.7264079999995,149.20835563,3427.40962681,1481.82732025
289,290,464.63262369999995,120.9869438,60.34393467,406.68219796,493.83640424
290,291,218.0647625,20.4777473,362.46473049,6608.86538577,214.54608571
291,292,1028.1410460000002,1128.530282,309.15680097,1578.55591034,1052.11791919
292,293,102.3541222,14.29140135,434.11345806,943.75303664,597.83854522
293,294,1216.830899,8051.893718,46.428044,2603.82596017,908.28532006
294,295,262.67964950000004,492.0219472,810.16699959,1829.00250792,354.56907239
295,296,86.62302340000001,230.38652889999997,289.20180118,853.78162336,930.97302304
296,297,929.3638532,4230.068279,290.65677796,1038.99307084,2607.4210668
297,298,233.78101719999998,205.8998511,126.22224261,5960.88617465,228.47235583
298,299,813.3894884,1000.352678,173.85410969,4512.40894935,439.04121482
299,300,300.16251139999997,1960.214415,311.76626891,1241.47302739,1063.04483587
300,301,2541.7093010000003,2485.3400890000003,32.45838214,4380.19121225,339.05825162
301,302,223.84454080000003,1848.8453100000002,246.46517725,60.968599399999995,1169.80713745
302,303,577.5877541,1296.651691,198.49598396,1524.44727555,863.34055847
303,304,676.18812,178.4643418,378.37397461,2205.38306177,605.18745674
304,305,2962.6248219999998,3130.384399,671.52662629,4613.17084822,3056.8739452
305,306,249.79193909999998,147.0375,161.16512707,2361.66149951,1259.3144925000001
306,307,119.5748233,83.81464784,130.0197692,534.06136719,166.37179889
307,308,701.4997962,1043.671822,42.63131961,822.55546521,657.61006616
308,309,889.1147642000001,2048.504513,382.46162672,2954.16553276,1301.93229017
309,310,323.883624,4288.996216,82.71060855,2034.02761195,386.14179951
310,311,62.49995265,58.80076703,333.13305769,594.22424332,53.01291736
311,312,158.32346130000002,790.9441797000001,384.79952273,4358.2824063,793.46366274
312,313,289.2038577,1524.830339,772.7483399,4177.05801955,1098.71510514
313,314,448.73985480000005,197.2954224,984.70941487,2045.2213171,205.38336038
314,315,542.5949379,135.19937030000003,190.90726675,4134.05257072,138.05342334
315,316,398.46744920000003,299.0498501,120.81904219,311.69514011,464.59942268
316,317,153.77082959999998,44.79668645,383.05359197,3475.90950235,178.33403803
317,318,7.32558858,14.05388163,556.90444677,3729.81186593,10.53085577
318,319,476.0040791,500.3417425,302.67078382,925.42226093,404.24819639
319,320,225.8028699,385.981114,572.05048655,3596.64745567,62.60889269
320,321,107.7248344,1156.0549019999999,217.16859752,2941.81881117,6.40706461
321,322,842.9437677999999,1274.1954660000001,287.88942132,5468.73731045,373.82521382
322,323,355.9981791,212.97062709999997,344.75530447,2162.23825738,584.03811299
323,324,372.32025560000005,3025.7995690000002,122.01568693,6286.42014605,8.0404161
324,325,659.6374574,38.66736986,281.72651305,1473.57182386,667.65814065
325,326,1403.245675,5825.376225999999,239.50609931,1873.53173647,3410.88831005
326,327,4269.113939,7317.1130650000005,64.61596898,1138.59690507,1206.75874115
327,328,161.1249914,27.13708844,25.19210959,3911.53549953,583.93567112
328,329,495.23354230000007,335.4622252,471.95781563,1167.92037905,275.16498975
329,330,340.44016610000006,262.0971492,145.71829509,1354.84184885,450.26062294
330,331,245.85525780000003,1687.402943,890.84531431,1382.47633062,174.06700752
331,332,134.3859776,31.64651495,458.91685622,2653.52194444,1483.35965982
332,333,267.7694432,245.2978472,734.32128232,4129.56603056,111.15688034
333,334,449.62031730000007,4066.010549,117.59294977,8113.16011935,34.48427103
334,335,345.27554669999995,1655.1431810000001,284.14112836,4536.33964722,93.05191245
335,336,708.6330882999999,5415.67666,319.60388346,653.98782923,3034.88241903
336,337,237.3009819,3647.4230880000005,245.72748900000002,3584.00275091,2198.77286224
337,338,300.9618559,405.2710312,285.52461708,2479.94094521,302.01335947
338,339,303.46086529999997,198.8368357,177.30641157,3806.96167767,1364.69161881
339,340,174.23755369999998,41.94417696,459.85405142,431.15025369999995,117.07152049
340,341,905.4419843000001,1204.7246699999998,206.74036182,6218.35720675,36.32801179
341,342,368.4967121,251.7433464,196.77403979,1634.45159145,1255.76380427
342,343,404.70423700000003,711.0521451000001,540.39749841,3336.15180273,408.64317131
343,344,1014.022202,3874.963108,661.50328238,5828.36086587,2265.79497801
344,345,3769.114721,6922.060259000001,212.17702921,2192.55988096,3380.86010727
345,346,73.94075379,59.7715448,64.09619690000001,5353.60548677,204.17881351
346,347,230.9775557,18.74802649,723.35248877,5911.83084578,57.46197918
347,348,203.40764819999998,389.24096160000005,634.90374886,6339.94089402,59.31603955
348,349,470.75701280000004,225.47227369999996,51.64064141,2607.08604362,567.53869035
349,350,359.9115205,662.7396408,331.99458549999997,1882.70707561,64.79302196
350,351,86.88495962,115.24875049999999,248.97487483,4827.86364735,573.27028122
351,352,21.54446666,354.0913428,899.93687322,5816.04364792,81.3592902
352,353,22.81152377,94.04084599,213.5460213,2144.94769014,219.02504021
353,354,162.0746533,161.6404645,159.23511409,2943.28405561,201.52954784
354,355,89.13091034,70.58582829999999,278.75844332,3746.19216784,1196.95002217
355,356,119.21005420000002,31.89680199,148.11023012,2190.21169858,205.2533203
356,357,1378.758635,1383.085153,73.99878459,3070.33138041,430.83044601
357,358,91.43837601,6942.766946,47.658809000000005,1701.20898272,59.76462275
358,359,342.4934077,228.52751519999998,261.31909902,3065.48906918,323.46897964
359,360,642.9408586,12.68934497,282.31263804,669.87961688,1087.87430937
360,361,6406.520818,5900.558986999999,119.20004364,3502.10215158,1292.23248217
361,362,53.16153201,19.4646339,284.55973283,5561.35026395,46.14633089
362,363,394.7213888,359.84280939999996,334.2557997,223.42815076,305.20090326
363,364,196.3869548,80.62056291,49.93116674,2927.08764735,255.9454956
364,365,4246.835627,5140.364285000001,295.16103688,1152.38593052,5026.17197705
365,366,45.96287193,41.59478005,490.9159278,7032.47658628,16.92299939
366,367,161.4323622,156.99595480000002,143.1001226,5051.54906288,192.61458342
367,368,208.9078944,4848.728463,465.02231299,7270.42412171,350.16320456
368,369,929.6517577999999,81.95514755,336.02595919,6000.54326796,18.84046493
369,370,202.4036134,71.71151009999998,159.97578621,1181.31708004,192.00664447
370,371,202.6624413,11942.87115,267.97999874,1340.0772617,24.46291825
371,372,25.58869768,1651.4735380000002,216.14857536,6532.04037703,167.95499909
372,373,220.78145389999997,329.28828599999997,165.71936869,2062.87004095,128.66247102
373,374,129.14235359999998,27.99227285,293.27748925,1490.0447612,131.06413479
374,375,426.70358610000005,266.3575594,473.03246468,1582.65418537,266.24358518
375,376,576.6814623,1204.218858,166.02016897,302.99122164,1795.78436988
376,377,249.5677877,54.0230076,273.08601619,4533.49132413,949.55504541
377,378,224.5748551,101.2729395,619.44678729,11907.287271,115.29977181
378,379,301.44890489999995,228.2586681,315.60250418,2584.75312887,202.45636483
379,380,1640.820008,2612.1304219999997,350.89761015,3859.23519321,2495.01766709
380,381,377.54411380000005,1697.893809,333.75488588,1217.88725526,1151.65677677
381,382,162.037,493.5254749,218.05630997,4425.59232444,557.78847364
